#
#   VizieR Astronomical Server cdsarc.cds.unistra.fr
#    Date: 2025-04-28T21:48:34 [V7.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-04-28T21:48:34	  Query execution date
#INFO	request=https://cdsarc.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=9999&-out.add=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=V/137D/XHIP,V/137D/refs,V/137D/groups&-order=I&-out=HIP&-out=RAJ2000&-out=DEJ2000&-out=Dist&Dist=&gt;= 0&-out=X&-out=Y&-out=Z&-out=SpType&Simbad=Simbad&-out=Lum&-out=Name&-out=GrpName&-out=AltName&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable
#INFO	CatalogsExamined=3	
#  3 catalogues with potential matches were examined.
#

#RESOURCE=yCat_5137
#Name: V/137D
#Title: Extended Hipparcos Compilation (XHIP) (Anderson+, 2012)
#INFO	ivoid=ivo://cds.vizier/v/137d	    IVOID of underlying data collection
#INFO	creator=Anderson E.	    First author or institution
#INFO	cites=bibcode:2012AstL...38..331A	    Article or Data origin sources
#INFO	original_date=2012	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/V/137D	    Dataset landing page
#INFO	publication_date=2017-10-12	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_1991.250:	eq_FK5 J2000
#Table	V_137D_XHIP:
#Name: V/137D/XHIP
#Title: XHIP catalog: astrometry, spectrography, space motions, exoplanets, photometry, and references
#Column	HIP	(I6)	Hipparcos identifier	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F12.8)	Right ascension (ICRS, Epoch=J1991.25)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F12.8)	Declination (ICRS, Epoch=J1991.25)	[ucd=pos.eq.dec;meta.main]
#Column	Dist	(F7.2)	? Heliocentric distance (7)	[ucd=pos.distance]
#Column	X	(F6.1)	? Heliocentric distance towards Gal. center	[ucd=pos.distance]
#Column	Y	(F7.1)	? Heliocentric distance towards Gal. rotation	[ucd=pos.distance]
#Column	Z	(F6.1)	? Heliocentric distance towards N. Gal. Pole	[ucd=pos.distance]
#Column	SpType	(a26)	Spectral type (MK, HD, or other)	[ucd=src.spType]
#Column	Lum	(F9.2)	? Stellar luminosity (23)	[ucd=phys.luminosity]
#Column	Name	(a48)	Star name(s)	[ucd=meta.id]
#Column	GrpName	(a106)	Cluster or Association name(s)	[ucd=meta.id.parent]
HIP	RAJ2000	DEJ2000	Dist	X	Y	Z	SpType	Lum	Name	GrpName
   350	001.09930908	-57.32287480	  47.24	  17.4	  -17.3	 -40.4	K5V                       	     0.21	                                                	
   351	001.10262244	-47.06812970	  44.33	  13.5	   -9.6	 -41.1	K0 V                      	     0.25	                                                	
   352	001.11010196	+58.06878257	  83.33	 -37.4	   74.2	  -6.2	K0                        	     0.48	Ross 309                                        	
   355	001.12550974	-10.50949437	 612.02	  10.7	  208.6	-575.3	K3 III                    	         	3 Ceti                                          	
   356	001.12570193	-06.96533725	  90.15	  -1.2	   35.3	 -83.0	G0 V                      	     3.16	                                                	
   382	001.18816309	-32.36102303	 177.28	  35.0	    1.7	-173.8	F0 V                      	     6.22	                                                	
   357	001.12719359	-72.89722079	  93.63	  41.3	  -53.5	 -64.8	F2V                       	     9.12	HR 9106                                         	
   359	001.14426873	-76.87353697	  56.38	  25.6	  -34.8	 -36.2	G3/5III/IV wl:            	     0.68	                                                	
   360	001.14551259	+71.96854259	 178.01	 -85.9	  153.2	  29.2	K2                        	     9.01	                                                	
   361	001.14779966	-71.69499867	 220.92	  96.5	 -123.0	-156.1	K0III                     	    19.68	                                                	
   368	001.15607580	+02.93722438	 222.07	 -21.6	  116.1	-188.1	K2/3 III                  	    53.88	                                                	
   372	001.16559566	-70.40421664	 225.43	  97.3	 -122.0	-162.7	K0/1III                   	    68.81	                                                	
   376	001.17156393	+06.52258507	 173.43	 -22.1	   98.3	-141.2	K0                        	    14.77	                                                	
   377	001.17188754	-71.43685826	 175.07	  76.2	  -96.9	-124.2	B7Vp                      	   267.92	HR 9108                                         	
   378	001.17191892	+14.96533592	  91.31	 -17.8	   60.4	 -66.1	F5IV                      	     7.92	                                                	
   379	001.17432274	+67.16638779	  92.60	 -43.9	   81.2	   7.6	K1III                     	    58.61	HR 9104                                         	
   380	001.17796305	+17.06977977	 121.55	 -25.7	   83.0	 -85.0	G5                        	     5.68	                                                	
   384	001.19286153	+01.53694141	 134.97	 -11.6	   68.1	-115.9	F2 IV/V                   	     8.12	                                                	
   385	001.19515450	+38.17382620	  88.35	 -31.5	   74.5	 -35.6	G5                        	     1.34	                                                	
   388	001.21025759	+06.41668154	 175.60	 -22.3	   99.2	-143.2	A3                        	     5.65	                                                	
   389	001.21171081	-29.63304630	 205.79	  36.1	   10.7	-202.3	A0Vas                     	    20.36	                                                	Blanco 1
   392	001.21651492	+30.08593163	 110.47	 -33.8	   87.7	 -58.1	F7V                       	     7.03	                                                	
   394	001.22172860	+34.65955197	  38.42	 -12.9	   31.6	 -17.6	G2   V                    	     5.25	Gliese 3002 (Lalande 47207)                     	
   395	001.22216236	-30.25661327	 211.35	  38.1	    8.9	-207.7	A1Va                      	    19.57	                                                	Blanco 1
   396	001.22460635	-31.99660260	 222.17	  43.1	    3.4	-217.9	K2 III                    	    58.21	                                                	
   399	001.23302973	+26.64879959	 197.99	 -56.0	  152.1	-113.8	K4IIIb                    	   231.46	HR 9109                                         	
   400	001.23366037	+23.26964763	  26.38	  -6.8	   19.5	 -16.4	G9V                       	     0.54	Gliese 3003                                     	
   402	001.23494325	+64.78140785	 127.58	 -59.8	  112.5	   5.2	F5                        	     7.54	                                                	
   403	001.23720388	-18.17850332	  87.88	   7.1	   20.0	 -85.3	G3 V                      	     1.88	                                                	
   404	001.23961753	+45.67395218	  70.78	 -28.1	   61.8	 -20.0	F8IV-V                    	     4.55	                                                	
   407	001.24427483	-70.21220715	  43.26	  18.6	  -23.3	 -31.3	G5V                       	     0.99	                                                	
   408	001.24502659	+57.46874692	 214.62	 -96.1	  191.1	 -18.1	G5III                     	    28.04	                                                	
   409	001.24608900	-70.49241595	 111.75	  48.2	  -60.6	 -80.6	F5V                       	     4.91	                                                	
   410	001.25472630	+27.67479969	 167.07	 -48.5	  129.6	 -93.6	G8II                      	    82.91	                                                	
   412	001.25755832	+66.51679006	 147.42	 -69.8	  129.4	  10.4	F5                        	    13.00	                                                	
   413	001.26034147	-36.01527324	  51.19	  11.5	   -2.4	 -49.8	G0 V                      	     1.89	                                                	
   415	001.26379797	+09.28002805	 100.73	 -15.2	   60.3	 -79.3	F2                        	     2.27	                                                	
   416	001.26440104	+01.03782843	  89.38	  -7.4	   44.5	 -77.2	G5                        	     2.31	                                                	
   417	001.26581887	-00.50290549	 137.92	  -9.6	   65.9	-120.8	K0 III                    	    75.18	HR 2                                            	
   418	001.27555237	+61.31396451	 220.85	-101.6	  196.0	  -4.1	B6III                     	   297.16	                                                	
   420	001.28166776	-52.15142336	  41.87	  14.1	  -12.3	 -37.5	G0V                       	     1.54	                                                	
   422	001.28675831	+67.84002106	 304.28	-144.9	  266.1	  28.4	K0III                     	   167.25	                                                	
   424	001.29075316	+45.22907895	 137.61	 -54.5	  119.9	 -40.0	A0Vn lambda Boo           	    34.65	HR 1                                            	
   425	001.29047823	-62.84527091	  68.52	  27.2	  -30.4	 -55.1	G0V                       	     2.38	                                                	
   428	001.29233645	+45.78693438	  11.49	  -4.6	   10.0	  -3.2	M1                        	     0.03	Gliese 2                                        	
   429	001.29232646	+02.39731060	  97.46	  -9.2	   50.2	 -83.0	G2/3 V                    	     2.94	                                                	
   430	001.29294286	-32.46851147	 121.81	  24.0	    0.9	-119.4	K1 III                    	    29.52	                                                	
   432	001.30417861	+35.57110322	  97.12	 -33.2	   80.4	 -43.1	A3III/IV                  	    13.91	                                                	
   435	001.31357533	-49.14221470	  93.00	  29.5	  -23.1	 -85.1	F3/5V                     	     1.55	                                                	
   436	001.32445335	-67.83122666	  15.89	   6.7	   -8.1	 -11.9	K4.5V                     	     0.13	Gliese 3                                        	
   439	001.33455554	-37.35168099	   4.34	   1.0	   -0.3	  -4.2	M2 V                      	     0.02	Gliese 1                                        	
   440	001.33276908	+68.88440928	 168.65	 -80.7	  146.9	  18.8	B9V                       	    42.42	                                                	
   441	001.33296721	-38.85723116	 206.07	  50.5	  -19.0	-198.9	G8 III/IV                 	    82.57	                                                	
   442	001.33346232	-21.31530267	 184.72	  19.5	   33.1	-180.7	B9 V                      	    18.43	                                                	
   443	001.33394067	-05.70783238	  39.47	  -1.1	   16.1	 -36.0	K0 III                    	    27.66	33 Piscium                                      	
   445	001.34012182	-56.95562043	 112.39	  41.0	  -40.7	 -96.4	A1Vs                      	    11.30	                                                	
   446	001.34229862	-79.25391271	 212.78	  98.2	 -137.0	-129.9	K0III                     	    49.74	                                                	
   448	001.34271261	+03.60610704	 193.94	 -20.5	  102.7	-163.2	K0 III                    	    89.15	                                                	
   449	001.34474049	-33.49941413	 104.04	  21.2	   -0.9	-101.8	G8 IV                     	     2.38	                                                	
   453	001.35611974	-03.85159545	 275.36	 -11.8	  119.0	-248.0	K0 III                    	    88.35	                                                	
   454	001.36004456	-14.42209198	 152.57	   7.2	   43.0	-146.2	K0 III                    	    31.03	                                                	
   456	001.36543216	-37.30254153	 172.05	  40.1	  -11.7	-166.9	K0 III                    	    31.48	                                                	
   458	001.36762572	-07.66532824	 210.68	  -2.2	   79.9	-194.9	K3 III                    	   155.61	                                                	
   459	001.36813320	-61.22566463	  51.05	  19.8	  -21.5	 -41.8	G5V                       	     0.73	                                                	Tucana / Horologium
   460	001.36976487	+22.22467473	  45.09	 -11.4	   32.9	 -28.6	G5                        	     0.44	                                                	
   461	001.37106794	+34.10565599	  96.47	 -32.2	   79.0	 -45.0	F8                        	     5.75	                                                	
   462	001.37961794	-09.61729710	  50.62	   0.3	   17.8	 -47.4	F6 V                      	     3.24	                                                	
   468	001.39896203	-61.30989486	 193.28	  75.0	  -81.8	-158.2	K0III                     	    51.19	                                                	
   472	001.41549759	+55.70990236	 241.95	-107.1	  215.2	 -27.8	K0III                     	   137.61	                                                	
   473	001.41782131	+45.81245486	  11.30	  -4.5	    9.9	  -3.2	M2                        	     0.14	                                                	
   474	001.42019910	+44.46868663	 159.42	 -62.7	  138.4	 -48.3	A8IV                      	     9.54	                                                	
   475	001.42333262	+58.31365550	  52.49	 -23.7	   46.7	  -3.7	G0V                       	     1.37	                                                	
   476	001.42473245	+13.39628233	 114.12	 -21.3	   73.4	 -84.8	G4III                     	    87.25	86 Pegasi                                       	
   477	001.42893462	-29.96063445	 201.37	  35.3	    9.1	-198.0	A9/F0 V                   	     3.84	                                                	Blanco 1
   481	001.43360326	-36.77845591	 138.66	  31.6	   -8.4	-134.7	G5                        	     1.58	                                                	
   482	001.43504555	+17.84032657	 125.90	 -27.9	   86.7	 -87.0	F5V                       	    10.59	                                                	
   485	001.44778008	+47.08729389	 220.97	 -89.9	  193.5	 -57.5	A0                        	    18.18	                                                	
   487	001.46241633	+78.73840940	  97.29	 -47.6	   80.4	  26.9	G0                        	     1.44	                                                	
   488	001.46256603	-68.55128847	 112.23	  47.4	  -58.2	 -83.4	G5/6V                     	     1.18	                                                	
   489	001.46611179	+02.76462724	  68.23	  -6.9	   35.3	 -58.0	                          	     0.33	                                                	
   490	001.46861706	-41.75288206	  39.36	  10.4	   -5.4	 -37.6	G0V                       	     1.39	                                                	Tucana / Horologium
   492	001.47853223	-14.43272898	 130.10	   5.9	   36.6	-124.7	G0                        	     2.18	                                                	
   493	001.47850539	+18.23536679	  37.11	  -8.3	   25.7	 -25.5	F8                        	     1.37	                                                	
   494	001.47971336	-68.81162750	  77.40	  32.8	  -40.4	 -57.3	F8V                       	     1.36	                                                	
   495	001.48151423	+18.07622549	  37.06	  -8.3	   25.6	 -25.5	K0...                     	     0.57	                                                	
   496	001.48628746	+24.56904601	 282.42	 -76.7	  211.6	-170.6	K5                        	   410.95	                                                	
   497	001.48768962	+49.62234813	 144.75	 -60.6	  127.6	 -31.5	A8V                       	    16.58	                                                	
   498	001.49280837	+44.73937975	 229.64	 -90.9	  199.4	 -68.6	A5V                       	    29.41	                                                	
   502	001.50224258	+28.27696053	 344.68	-102.6	  268.4	-190.4	K5III                     	   716.52	                                                	
   504	001.51336418	+24.91664101	 248.61	 -68.2	  187.0	-149.0	K1III-IV                  	    83.38	                                                	
   508	001.51773155	+40.41853619	 242.32	 -90.4	  206.3	 -89.3	G8III                     	   144.14	                                                	
   509	001.52168209	-31.44433803	  77.87	  14.5	    1.7	 -76.5	G3 V                      	     0.76	                                                	
   510	001.53342702	+09.71496472	  86.13	 -13.7	   51.8	 -67.5	F5                        	     4.87	                                                	
   511	001.53351538	+00.12143784	 152.54	 -12.1	   73.8	-133.0	K1 III                    	    16.31	                                                	
   512	001.53776643	-29.15139059	 205.65	  34.4	   11.7	-202.4	B9Vbn                     	    31.55	                                                	Blanco 1
   517	001.56378603	-55.49869650	 166.05	  58.8	  -56.9	-144.5	F5IV/V                    	     6.56	                                                	
   518	001.56474412	+58.43668987	  21.47	  -9.7	   19.1	  -1.5	G4V                       	     1.77	Gliese 9001                                     	
   519	001.57001019	-64.24051476	 169.34	  68.0	  -78.5	-133.8	F3IV                      	    16.56	                                                	
